Modern-Era Retrospective Analysis for Research and Applications (MERRA), version 2
Provider;National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center
More information at;http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2
Site latitude (positive means North);10.000
Site longitude (positive means East);39.000
Site altitude (m);2041
Date beginning;2015-01-01
Date end;2015-12-31
Time reference (decimal hour);UT
Summarization (period of integration);Hour (h)
Date - Instant;The date or instant given for each value corresponds to the end of the summarization
Temperature;Temperature at 2 m above ground in K
Relative humidity;Relative humidity at 2 m above ground in %
Pressure;Pressure at ground level in hPa
Wind speed;Wind speed at 10 m above ground in m/s
Wind direction;Wind direction at 10 m above ground in degrees (0 means from North, 90 from East...)
Rainfall;Rainfall in kg/m2 (Rain depth in cm can be obtained by dividing the values by 10)
Snowfall;Snowfall in kg/m2
Snow depth;Snow depth in m

MERRA 2 meteorological data
Year;Month;Day;UT time;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth;
2015;1;4;15.0000;295.5239;17.7158;800.3986;1.4060;291.2044;0.0000;0.0000;0.0000;
2015;1;4;16.0000;292.8513;20.6852;800.9934;1.1323;273.9932;0.0000;0.0000;0.0000;
2015;1;4;17.0000;291.7172;22.2215;801.6436;0.5163;224.7234;0.0000;0.0000;0.0000;
2015;1;4;18.0000;290.5810;24.9932;802.0859;0.8350;154.0355;0.0000;0.0000;0.0000;
2015;1;4;19.0000;289.4005;28.9417;802.1542;1.4555;137.3519;0.0000;0.0000;0.0000;
2015;1;4;20.0000;288.2202;32.8328;801.9286;1.8043;129.6732;0.0000;0.0000;0.0000;
2015;1;4;21.0000;287.3752;35.7322;801.6377;1.8007;125.6980;0.0000;0.0000;0.0000;
2015;1;4;22.0000;286.7942;37.7456;801.3383;1.6321;123.6161;0.0000;0.0000;0.0000;
2015;1;4;23.0000;286.3166;39.3336;801.0099;1.4438;124.0261;0.0000;0.0000;0.0000;
2015;1;4;24.0000;285.8396;40.8861;800.7997;1.3467;127.3323;0.0000;0.0000;0.0000;
2015;1;5;1.0000;285.3308;42.5212;800.8020;1.3999;130.9077;0.0000;0.0000;0.0000;
2015;1;5;2.0000;284.9060;43.9675;801.0137;1.5330;133.1649;0.0000;0.0000;0.0000;
2015;1;5;3.0000;284.4842;45.3498;801.3383;1.6682;134.7359;0.0000;0.0000;0.0000;
2015;1;5;4.0000;284.1881;46.2186;801.8086;1.7944;137.7461;0.0000;0.0000;0.0000;
2015;1;5;5.0000;286.0088;44.6484;802.3128;1.7990;138.1113;0.0000;0.0000;0.0000;
2015;1;5;6.0000;289.7226;32.9123;802.6167;2.0268;140.6191;0.0000;0.0000;0.0000;
2015;1;5;7.0000;292.9727;25.0905;802.4186;1.2947;153.5797;0.0000;0.0000;0.0000;
2015;1;5;8.0000;295.1857;20.9423;801.9046;0.9955;164.4166;0.0000;0.0000;0.0000;
2015;1;5;9.0000;296.8623;18.2346;801.2359;0.7603;163.6472;0.0000;0.0000;0.0000;
2015;1;5;10.0000;298.0688;16.4214;800.3308;0.5102;160.9801;0.0000;0.0000;0.0000;
2015;1;5;11.0000;298.8481;15.2721;799.4562;0.2252;162.2273;0.0000;0.0000;0.0000;
2015;1;5;12.0000;299.1728;14.7015;798.9448;0.0763;311.7346;0.0000;0.0000;0.0000;
2015;1;5;13.0000;298.9466;15.4043;798.9233;0.4210;321.1403;0.0000;0.0000;0.0000;
2015;1;5;14.0000;298.2007;15.8946;799.2573;0.7731;314.2495;0.0000;0.0000;0.0000;
2015;1;5;15.0000;296.1054;21.7761;799.7492;0.8226;304.7737;0.0000;0.0000;0.0000;
2015;1;5;16.0000;293.4849;25.1184;800.3072;0.7699;311.8488;0.0000;0.0000;0.0000;
2015;1;5;17.0000;292.3485;26.6636;800.9444;0.3119;5.9776;0.0000;0.0000;0.0000;
2015;1;5;18.0000;291.7076;28.6331;801.3578;0.6600;94.6903;0.0000;0.0000;0.0000;
2015;1;5;19.0000;290.7189;32.1325;801.4866;1.5087;110.2152;0.0000;0.0000;0.0000;
2015;1;5;20.0000;289.0060;39.5252;801.3769;2.2591;110.2057;0.0000;0.0000;0.0000;
2015;1;5;21.0000;287.6879;45.9642;801.2637;2.3987;111.9185;0.0000;0.0000;0.0000;
2015;1;5;22.0000;286.8748;50.4521;801.1084;2.2342;113.6976;0.0000;0.0000;0.0000;
2015;1;5;23.0000;286.3224;53.3519;800.8950;1.9899;114.2234;0.0000;0.0000;0.0000;
2015;1;5;24.0000;285.8096;55.7086;800.8330;1.8205;115.2548;0.0000;0.0000;0.0000;
2015;1;6;1.0000;285.3280;57.6916;801.0017;1.7561;117.5960;0.0000;0.0000;0.0000;
2015;1;6;2.0000;284.9254;59.3547;801.3391;1.7196;122.4513;0.0000;0.0000;0.0000;
2015;1;6;3.0000;284.5935;60.6066;801.7423;1.7056;128.2854;0.0000;0.0000;0.0000;
2015;1;6;4.0000;284.2963;61.6007;802.2612;1.7400;133.6354;0.0000;0.0000;0.0000;
2015;1;6;5.0000;286.2651;55.8825;802.8732;1.7996;136.1798;0.0000;0.0000;0.0000;
2015;1;6;6.0000;289.8780;42.5818;803.3340;1.9595;143.9679;0.0000;0.0000;0.0000;
2015;1;6;7.0000;293.1129;31.7760;803.2471;1.5590;172.5176;0.0000;0.0000;0.0000;
2015;1;6;8.0000;295.3204;26.3710;802.7602;1.4117;189.0318;0.0000;0.0000;0.0000;
2015;1;6;9.0000;297.0142;22.7480;802.0933;1.0844;197.6076;0.0000;0.0000;0.0000;
2015;1;6;10.0000;298.3011;20.2834;801.2474;0.6590;210.9642;0.0000;0.0000;0.0000;
2015;1;6;11.0000;299.1393;18.8358;800.4479;0.3711;256.7145;0.0000;0.0000;0.0000;
2015;1;6;12.0000;299.5190;18.1036;799.9262;0.5907;310.9971;0.0000;0.0000;0.0000;
2015;1;6;13.0000;299.3476;18.5104;799.8528;1.0119;324.3363;0.0000;0.0000;0.0000;
2015;1;6;14.0000;298.6342;18.6844;800.1491;1.3616;327.2578;0.0000;0.0000;0.0000;
2015;1;6;15.0000;296.6837;23.4943;800.6048;1.1935;326.5108;0.0000;0.0000;0.0000;
2015;1;6;16.0000;293.8447;28.6322;801.1330;1.0927;334.4773;0.0000;0.0000;0.0000;
2015;1;6;17.0000;292.9369;29.8687;801.7390;0.7961;10.4706;0.0000;0.0000;0.0000;
2015;1;6;18.0000;292.4889;30.7208;802.0996;0.8861;64.6067;0.0000;0.0000;0.0000;
2015;1;6;19.0000;291.4578;33.5041;802.2357;1.6617;96.4066;0.0000;0.0000;0.0000;
2015;1;6;20.0000;289.5834;40.6996;802.1677;2.3581;106.0234;0.0000;0.0000;0.0000;
2015;1;6;21.0000;288.1290;46.8150;802.0047;2.5377;109.7510;0.0000;0.0000;0.0000;
2015;1;6;22.0000;287.2060;51.2805;801.6634;2.4397;112.1475;0.0000;0.0000;0.0000;
2015;1;6;23.0000;286.6306;53.9922;801.2549;2.2018;114.8270;0.0000;0.0000;0.0000;
2015;1;6;24.0000;286.1864;55.7288;801.0530;2.0133;118.1549;0.0000;0.0000;0.0000;
2015;1;7;1.0000;285.8056;57.1363;801.1689;1.9030;122.2772;0.0000;0.0000;0.0000;
2015;1;7;2.0000;285.4564;58.5238;801.5144;1.8640;126.1489;0.0000;0.0000;0.0000;
2015;1;7;3.0000;285.1347;59.7665;802.0103;1.8848;128.5981;0.0000;0.0000;0.0000;
2015;1;7;4.0000;284.8768;60.6073;802.7014;1.9084;130.4468;0.0000;0.0000;0.0000;
2015;1;7;5.0000;287.0638;54.0379;803.4176;1.9121;132.4175;0.0000;0.0000;0.0000;
2015;1;7;6.0000;290.6789;41.0930;803.8937;1.9081;131.8849;0.0000;0.0000;0.0000;
2015;1;7;7.0000;293.9351;30.5776;803.7974;1.1912;137.8630;0.0000;0.0000;0.0000;
2015;1;7;8.0000;296.0249;25.5673;803.2434;0.5921;143.0242;0.0000;0.0000;0.0000;
2015;1;7;9.0000;297.6056;22.3254;802.4808;0.0878;125.4978;0.0000;0.0000;0.0000;
2015;1;7;10.0000;298.7292;20.1984;801.6446;0.3480;325.7502;0.0000;0.0000;0.0000;
2015;1;7;11.0000;299.4680;18.8219;800.9123;0.7969;323.3463;0.0000;0.0000;0.0000;
2015;1;7;12.0000;299.7479;18.3473;800.5097;1.2583;324.6586;0.0000;0.0000;0.0000;
2015;1;7;13.0000;299.5249;18.3067;800.5194;1.6248;326.5867;0.0000;0.0000;0.0000;
2015;1;7;14.0000;298.7345;18.8266;800.8929;1.8418;328.5169;0.0000;0.0000;0.0000;
2015;1;7;15.0000;296.8444;23.1970;801.4502;1.3428;329.6875;0.0000;0.0000;0.0000;
2015;1;7;16.0000;294.1150;29.1824;801.9911;0.8111;345.6404;0.0000;0.0000;0.0000;
2015;1;7;17.0000;293.2174;30.7796;802.5354;0.6579;55.7294;0.0000;0.0000;0.0000;
2015;1;7;18.0000;292.4120;32.0909;802.9328;1.6261;96.4482;0.0000;0.0000;0.0000;
2015;1;7;19.0000;290.2365;38.5221;803.1266;2.7759;102.2785;0.0000;0.0000;0.0000;
2015;1;7;20.0000;288.5099;44.6529;803.1083;3.0012;102.5157;0.0000;0.0000;0.0000;
2015;1;7;21.0000;287.2709;49.1393;802.9219;2.8906;102.2049;0.0000;0.0000;0.0000;
2015;1;7;22.0000;286.4155;52.0129;802.6143;2.5733;101.7633;0.0000;0.0000;0.0000;
2015;1;7;23.0000;285.9697;53.0556;802.2460;2.2517;102.6130;0.0000;0.0000;0.0000;
2015;1;7;24.0000;285.7234;53.1493;801.9272;2.0192;105.0910;0.0000;0.0000;0.0000;
2015;1;8;1.0000;285.4589;53.3286;801.8155;1.9175;108.0008;0.0000;0.0000;0.0000;
2015;1;8;2.0000;285.1583;53.7970;802.0191;1.9261;110.8735;0.0000;0.0000;0.0000;
2015;1;8;3.0000;284.8923;54.2468;802.5216;1.9624;112.6904;0.0000;0.0000;0.0000;
2015;1;8;4.0000;284.7475;54.3583;803.2379;1.9402;113.6400;0.0000;0.0000;0.0000;
2015;1;8;5.0000;286.9080;48.7750;803.9234;1.9466;113.3475;0.0000;0.0000;0.0000;
2015;1;8;6.0000;290.3491;37.4558;804.3528;2.4416;111.2795;0.0000;0.0000;0.0000;
2015;1;8;7.0000;293.3555;29.9445;804.2555;2.2406;110.6966;0.0000;0.0000;0.0000;
2015;1;8;8.0000;295.5905;25.6878;803.7142;1.9272;102.3985;0.0000;0.0000;0.0000;
2015;1;8;9.0000;297.2986;22.9108;802.9881;1.7569;93.2220;0.0000;0.0000;0.0000;
2015;1;8;10.0000;298.5626;20.8748;802.2365;1.6141;84.3085;0.0000;0.0000;0.0000;
2015;1;8;11.0000;299.3831;19.3181;801.5211;1.4835;76.0383;0.0000;0.0000;0.0000;
2015;1;8;12.0000;299.7270;18.5045;801.0118;1.4102;67.5887;0.0000;0.0000;0.0000;
2015;1;8;13.0000;299.5024;18.8763;800.8305;1.4075;62.0880;0.0000;0.0000;0.0000;
2015;1;8;14.0000;298.7634;18.7692;800.9772;1.4757;65.8591;0.0000;0.0000;0.0000;
2015;1;8;15.0000;296.8437;23.2664;801.2923;1.2788;82.0410;0.0000;0.0000;0.0000;
2015;1;8;16.0000;293.8103;29.2835;801.6713;1.6199;98.0991;0.0000;0.0000;0.0000;
2015;1;8;17.0000;292.2797;33.2964;802.2754;2.5581;102.8854;0.0000;0.0000;0.0000;
2015;1;8;18.0000;290.4239;39.8136;802.9552;3.6803;102.3524;0.0000;0.0000;0.0000;
2015;1;8;19.0000;288.9461;46.7741;803.4511;3.8828;102.1220;0.0000;0.0000;0.0000;
2015;1;8;20.0000;287.7087;53.2387;803.5595;3.5205;100.9847;0.0000;0.0000;0.0000;
2015;1;8;21.0000;286.6475;57.9951;803.3143;2.9513;99.5569;0.0000;0.0000;0.0000;
2015;1;8;22.0000;286.0514;60.0364;802.8409;2.6123;98.6597;0.0000;0.0000;0.0000;
2015;1;8;23.0000;285.6991;60.9769;802.3247;2.3842;99.0807;0.0000;0.0000;0.0000;
2015;1;8;24.0000;285.3343;62.0021;802.0005;2.2822;101.2586;0.0000;0.0000;0.0000;
2015;1;9;1.0000;284.9759;63.0951;801.9561;2.2197;106.1528;0.0000;0.0000;0.0000;
2015;1;9;2.0000;284.6206;64.2483;802.0858;2.1793;112.2773;0.0000;0.0000;0.0000;
2015;1;9;3.0000;284.2462;65.4790;802.4025;2.2050;116.4340;0.0000;0.0000;0.0000;
2015;1;9;4.0000;284.0248;65.9233;802.9477;2.1705;117.5277;0.0000;0.0000;0.0000;
2015;1;9;5.0000;286.4141;57.1093;803.4969;2.2296;117.0903;0.0000;0.0000;0.0000;
2015;1;9;6.0000;289.7028;44.9439;803.8207;2.6471;113.5892;0.0000;0.0000;0.0000;
2015;1;9;7.0000;293.0010;34.4574;803.6386;2.1640;121.8627;0.0000;0.0000;0.0000;
2015;1;9;8.0000;295.4875;28.1588;803.0116;1.4800;127.8764;0.0000;0.0000;0.0000;
2015;1;9;9.0000;297.3441;23.9809;802.2270;0.7017;131.2219;0.0000;0.0000;0.0000;
2015;1;9;10.0000;298.6648;21.1624;801.3692;0.1358;283.4322;0.0000;0.0000;0.0000;
2015;1;9;11.0000;299.5005;19.2250;800.6741;0.9384;305.0857;0.0000;0.0000;0.0000;
2015;1;9;12.0000;299.8343;18.1177;800.3277;1.6079;308.3864;0.0000;0.0000;0.0000;
2015;1;9;13.0000;299.6072;17.8069;800.3617;2.0473;311.4392;0.0000;0.0000;0.0000;
2015;1;9;14.0000;298.8024;18.0261;800.6632;2.2100;313.1818;0.0000;0.0000;0.0000;
2015;1;9;15.0000;296.8620;22.0313;801.0630;1.6174;311.1097;0.0000;0.0000;0.0000;
2015;1;9;16.0000;294.3124;27.0317;801.5269;0.8995;310.9218;0.0000;0.0000;0.0000;
2015;1;9;17.0000;293.2768;28.7893;802.0351;0.1012;37.6072;0.0000;0.0000;0.0000;
2015;1;9;18.0000;292.4350;30.9758;802.3673;0.9377;127.6632;0.0000;0.0000;0.0000;
2015;1;9;19.0000;291.3545;34.6132;802.3924;1.8784;125.9179;0.0000;0.0000;0.0000;
2015;1;9;20.0000;289.8380;39.8578;802.2059;2.4107;119.9463;0.0000;0.0000;0.0000;
2015;1;9;21.0000;288.8466;43.5334;801.9651;2.2891;115.1084;0.0000;0.0000;0.0000;
2015;1;9;22.0000;288.2770;45.6116;801.7001;1.9225;109.6506;0.0000;0.0000;0.0000;
2015;1;9;23.0000;287.8865;46.9328;801.3640;1.5095;104.4268;0.0000;0.0000;0.0000;
2015;1;9;24.0000;287.5184;48.0958;801.1748;1.1588;103.2621;0.0000;0.0000;0.0000;
2015;1;10;1.0000;287.1903;49.2126;801.3204;0.9397;111.0169;0.0000;0.0000;0.0000;
2015;1;10;2.0000;286.9062;50.2926;801.7109;0.9228;126.3734;0.0000;0.0000;0.0000;
2015;1;10;3.0000;286.6278;51.1319;802.2342;1.0743;138.5146;0.0000;0.0000;0.0000;
2015;1;10;4.0000;286.2451;52.1253;802.7935;1.4575;142.2728;0.0000;0.0000;0.0000;
2015;1;10;5.0000;287.8716;49.0376;803.3159;1.8780;143.7154;0.0000;0.0000;0.0000;
2015;1;10;6.0000;290.8387;39.8024;803.6359;2.2040;151.6195;0.0000;0.0000;0.0000;
2015;1;10;7.0000;293.5312;33.5665;803.4116;1.8120;171.1895;0.0000;0.0000;0.0000;
2015;1;10;8.0000;295.6235;29.1058;802.8268;1.6703;192.8218;0.0000;0.0000;0.0000;
2015;1;10;9.0000;297.2688;25.4521;801.9875;1.5656;208.4337;0.0000;0.0000;0.0000;
2015;1;10;10.0000;298.4579;22.8564;800.9659;1.5130;223.7243;0.0000;0.0000;0.0000;
2015;1;10;11.0000;299.2403;21.0877;799.9522;1.4839;237.9305;0.0000;0.0000;0.0000;
2015;1;10;12.0000;299.5665;20.0376;799.2027;1.4481;252.3619;0.0000;0.0000;0.0000;
2015;1;10;13.0000;299.4208;19.7433;799.0148;1.6293;268.8332;0.0000;0.0000;0.0000;
2015;1;10;14.0000;298.6974;20.2728;799.2812;1.9276;278.6614;0.0000;0.0000;0.0000;
2015;1;10;15.0000;296.9198;24.6948;799.8174;1.5721;282.7516;0.0000;0.0000;0.0000;
2015;1;10;16.0000;294.0857;32.6081;800.5228;0.9088;287.7611;0.0000;0.0000;0.0000;
2015;1;10;17.0000;293.0406;36.1249;801.3409;0.2531;258.0077;0.0000;0.0000;0.0000;
2015;1;10;18.0000;292.6013;39.0515;801.9387;0.5787;152.5787;0.0000;0.0000;0.0000;
2015;1;10;19.0000;291.9481;42.7860;802.0794;1.2992;140.2991;0.0036;0.0000;0.0000;
2015;1;10;20.0000;291.0274;46.9990;801.8428;1.7751;133.4803;0.0036;0.0000;0.0000;
2015;1;10;21.0000;290.3101;50.3015;801.4656;1.8477;128.1824;0.0036;0.0000;0.0000;
2015;1;10;22.0000;289.6927;52.5014;801.0800;1.6703;126.5136;0.0072;0.0000;0.0000;
2015;1;10;23.0000;289.0859;54.3528;800.7317;1.5191;128.8289;0.0072;0.0000;0.0000;
2015;1;10;24.0000;288.4623;56.5117;800.6635;1.5529;135.4343;0.0180;0.0000;0.0000;
2015;1;11;1.0000;287.8774;59.0210;800.9428;1.7981;139.0151;0.0216;0.0000;0.0000;
2015;1;11;2.0000;287.3776;61.0062;801.3259;2.0371;141.4413;0.0252;0.0000;0.0000;
2015;1;11;3.0000;286.9605;62.3694;801.7008;2.1784;146.1380;0.0216;0.0000;0.0000;
2015;1;11;4.0000;286.5315;63.4385;802.2680;2.2378;148.6335;0.0180;0.0000;0.0000;
2015;1;11;5.0000;288.3752;58.5622;803.0491;2.3968;149.6032;0.0108;0.0000;0.0000;
