X_deg,Y_deg,Pop,Elevation,LandCover,NightLights,Slope,GHI,SolarRestriction,TravelHours,WindVel,SubstationDist,RoadDist,GridDistCurrent,GridDistPlan,Hydropower,HydropowerFID,HydropowerDist,X,Y,DistFromElectrified,Country,IsUrban,VIIRS
2.47008,7.05844,36.95741,36,14,0,0.08543,1721,1,1.13333,3.868,19.5766,1.16163,3.42754,3.42754,3710,13985,15.98853,441476.811,780242.7074,4.29913,Benin,1,0
2.73081,7.05844,40.94735,49,14,0,0.31569,1695,1,1.41667,3.53906,10.73868,9.21395,9.34735,3.62707,3710,13985,35.59117,470271.8075,780218.0322,3.57558,Benin,1,0
1.68791,7.06656,143.87564,176,14,0,0.71896,1781,1,0.48333,4.06562,12.70742,2.27794,7.56613,1.97858,1052,14009,30.85089,355086.9377,781310.5844,3.82906,Benin,1,0
1.718,7.06656,28.22831,163,14,0,1.40392,1780,1,0.6,4.09599,9.45595,5.59838,6.91444,2.67387,1052,14009,27.61519,358410.165,781301.3278,1.80717,Benin,1,0
1.72803,7.06656,28.70728,170,14,0,1.46463,1777,1,0.6,4.01226,8.38474,5.63555,6.01851,2.73422,1052,14009,26.54147,359517.8989,781298.29,2.0922,Benin,1,0
1.73805,7.06656,32.24737,146,14,0,0.97394,1775,1,0.91667,3.9698,7.32446,5.03943,5.12259,3.20268,1052,14009,25.47069,360625.6286,781295.2761,2.81846,Benin,1,0
1.77817,7.06656,39.79073,146,14,0,1.22808,1770,1,0.33333,4.14303,3.40201,2.93328,2.78452,1.04117,1052,14009,21.22577,365056.5061,781283.4592,0.71303,Benin,1,0
1.7882,7.06656,117.90199,157,14,0,1.2955,1769,1,0.35,4.07193,2.68193,2.48307,2.46621,1.39585,1052,14009,20.1771,366164.2153,781280.5647,1.24216,Benin,1,0
1.82831,7.06656,229.15396,161,14,0,1.74217,1763,1,0.36667,4.09672,3.77085,0.08456,0.13336,0.13336,1052,14009,16.0623,370595.0124,781269.2253,1.15345,Benin,2,0.187550619
1.83834,7.06656,118.23314,110,14,0,1.56618,1760,1,0.53333,3.88408,4.70251,0.60486,0.63156,0.63156,1052,14009,15.06174,371702.7019,781266.4501,2.01143,Benin,1,0
1.84836,7.06656,99.55276,102,14,0,0.79263,1758,1,0.6,4.17857,5.69761,1.3233,1.42475,1.42475,1052,14009,14.07728,372810.3876,781263.6988,3.00009,Benin,1,0
1.86842,7.06656,75.0834,138,14,0,1.54126,1754,1,0.48333,4.1557,7.77987,2.98059,0.32312,0.32312,1052,14009,12.17223,375025.7476,781258.2678,4.1715,Benin,1,0
1.87845,7.06656,264.56683,113,14,0,1.83724,1752,1,0.5,4.03318,8.84538,3.8093,1.33045,1.33045,1052,14009,11.26245,376133.4219,781255.5881,4.56055,Benin,1,0
1.88848,7.06656,224.80577,106,14,0,1.89826,1751,1,0.68333,4.03211,9.92019,4.63802,2.42708,2.42708,1052,14009,10.39122,377241.0926,781252.9322,5.16243,Benin,1,0
1.93862,7.06656,138.26686,114,14,0,1.57497,1747,1,0.46667,4.04035,15.36498,0.28305,0.83629,0.83629,1052,14009,7.10493,382779.3914,781240.0111,0.49828,Benin,1,0
1.94865,7.06656,352.34265,131,14,0,1.27057,1748,1,0.43333,4.02795,16.22759,0.21704,0.63027,0.63027,1052,14009,6.80781,383887.0405,781237.4984,0.98361,Benin,2,0
1.9687,7.06656,584.28827,140,14,0,0.72228,1751,1,0.35,3.92883,14.78755,0.8441,0.06281,0.06281,1052,14009,6.74125,386102.3284,781232.5448,0.74125,Benin,1,0.12591137
1.99879,7.06656,492.61496,135,14,0,0.54315,1757,1,0.3,4.02617,13.04165,0.99281,0.91511,0.91511,1052,14009,7.90607,389425.2347,781225.2933,0.59694,Benin,1,0
2.00882,7.06656,700.28381,134,14,0,0.71896,1757,1,0.28333,4.0449,12.60149,0.27732,0.36726,0.36726,1052,14009,8.55006,390532.8635,781222.9238,0.41769,Benin,2,0.184417427
2.01884,7.06656,814.1026,124,14,0,0.75855,1757,1,0.25,4.02396,12.24602,0.4279,0.84311,0.84311,1052,14009,9.28205,391640.489,781220.5783,1.18217,Benin,2,0
2.1091,7.06656,546.19855,64,14,0,0.47839,1756,1,0.28333,3.52439,12.65123,0.72127,0.53521,0.53521,1052,14009,17.72339,401608.9766,781200.5419,1.08294,Benin,2,0.300868601
2.11913,7.06656,1380.45703,65,9,0,0.44091,1756,1,0.21667,3.5474,13.03541,0.22862,0.0532,0.0532,1052,14009,18.7543,402716.5712,781198.4349,0.05558,Benin,2,0.855761945
2.12915,7.06656,949.02887,60,14,0,0.4165,1754,1,0.25,3.64383,13.4998,1.17433,0.87107,0.71313,1052,14009,19.79354,403824.1628,781196.3518,1.13403,Benin,2,0.285408348
2.13918,7.06656,265.49866,58,14,0,0.39452,1754,1,0.28333,3.70534,14.03644,2.12155,1.97589,1.52574,1052,14009,20.83987,404931.7516,781194.2926,1.84602,Benin,1,0
2.14921,7.06656,226.03235,66,14,0,0.37779,1753,1,0.45,3.74386,14.63738,2.83628,3.08293,2.06212,1052,14009,21.89226,406039.3376,781192.2572,2.82567,Benin,1,0
2.15924,7.06656,122.0124,69,14,0,0.41865,1752,1,0.53333,3.64468,15.29505,3.48151,4.19042,2.61457,1052,14009,22.94989,407146.9207,781190.2457,3.69403,Benin,1,0
2.16927,7.06656,134.27719,47,14,0,0.47185,1751,1,0.6,3.66212,16.00246,4.1675,5.29809,3.13689,1052,14009,24.01206,408254.5011,781188.258,4.41293,Benin,1,0
2.17929,7.06656,162.42477,31,14,0,0.14877,1750,1,0.63333,3.67102,16.7533,4.9207,6.40584,3.13182,1052,14009,25.07819,409362.0787,781186.2942,4.51749,Benin,1,0
2.18932,7.06656,78.85436,48,14,0,0.39391,1749,1,0.68333,3.74192,17.542,5.49306,7.51364,3.07591,1052,14009,26.1478,410469.6536,781184.3542,4.87818,Benin,1,0
2.22944,7.06656,92.61765,22,14,0,0.10319,1746,1,0.98333,3.72961,20.98714,7.14832,10.54569,2.71612,3710,13985,28.71471,414899.9268,781176.833,4.74126,Benin,1,0
2.24949,7.06656,251.08682,17,14,0,0.2276,1745,1,0.91667,3.67296,22.83759,8.3924,10.51419,2.05353,3710,13985,26.93536,417115.048,781173.2156,2.56078,Benin,1,0
2.25952,7.06656,219.03606,20,14,0,0.18818,1744,1,0.81667,3.66701,23.78623,9.13649,10.67237,1.06721,3710,13985,26.07081,418222.6048,781171.4426,1.50964,Benin,1,0
2.26955,7.06656,363.41977,36,14,0,0.61601,1743,1,0.66667,3.71654,24.74809,9.88472,10.94104,0.05547,3710,13985,25.2253,419330.1592,781169.6935,0.67483,Benin,1,0
2.27958,7.06656,646.20984,38,14,0,0.57096,1743,1,0.81667,3.72385,25.7217,10.63297,11.31232,0.27827,3710,13985,24.40083,420437.7112,781167.9683,1.04247,Benin,1,0
2.2896,7.06656,247.51784,37,14,0,0.70697,1741,1,0.73333,3.81251,26.70577,11.08321,11.77652,0.16957,3710,13985,23.59959,421545.2608,781166.2669,2.0428,Benin,1,0
2.30966,7.06656,47.76152,38,14,0,0.62046,1737,1,0.98333,3.77662,28.70097,11.55444,12.93628,1.02191,3710,13985,22.07687,423760.3531,781162.9357,2.7716,Benin,1,0
2.31969,7.06656,60.56649,17,14,0,0.14219,1733,1,1.15,3.75163,29.71028,11.21971,13.5754,1.46653,3710,13985,21.36108,424867.8957,781161.3059,3.13566,Benin,1,0
2.32972,7.06656,44.77327,20,14,0,0.07734,1731,1,0.98333,3.63543,30.72638,10.98694,14.27205,1.77865,3710,13985,20.67991,425975.4362,781159.6999,3.79971,Benin,1,0
2.34977,7.06656,97.32951,18,14,0,0.02446,1727,1,1.05,3.6359,32.54404,10.85072,13.88316,2.90564,3710,13985,19.43584,428190.5104,781156.5595,5.56893,Benin,1,0
2.3598,7.06656,62.21121,16,14,0,0.02446,1725,1,1.1,3.58175,31.44321,10.60201,12.88445,3.72242,3710,13985,18.88074,429298.0443,781155.0251,6.54624,Benin,1,0
2.36983,7.06656,162.16565,17,14,0,0.10993,1722,1,1.2,3.31941,30.34289,9.55207,11.90508,4.28578,3710,13985,18.37575,430405.5761,781153.5146,7.24753,Benin,1,0
2.37986,7.06656,76.21371,16,14,0,0.07963,1721,1,1.31667,3.15287,29.24314,8.51684,10.94681,5.02043,3710,13985,17.92511,431513.1058,781152.0279,6.31841,Benin,1,0
2.41997,7.06656,120.52859,14,14,0,0.12756,1720,1,1.35,3.44759,24.85136,4.31667,7.28163,2.21193,3710,13985,16.74614,435943.2044,781146.3196,2.1336,Benin,1,0
2.44003,7.06656,196.96933,14,14,0,0.62679,1722,1,1.2,3.7911,22.66127,2.10466,5.72248,1.45142,3710,13985,16.57496,438158.2421,781143.6086,1.26351,Benin,1,0
2.47011,7.06656,77.3669,36,14,0,0.19382,1721,1,1.11667,3.84509,19.38706,1.21496,3.89489,3.49468,3710,13985,16.86983,441480.7848,781139.721,3.94642,Benin,1,0
2.51022,7.06656,328.83252,26,14,0,0.54028,1718,1,0.76667,3.53383,15.05516,5.6391,0.4523,0.4523,3710,13985,18.22417,445910.8174,781134.8714,2.42523,Benin,1,0
2.64059,7.06656,23.37717,51,14,0,0.21903,1708,1,0.33333,3.5678,3.60653,0.5572,0.21455,0.21455,3710,13985,27.53081,460308.2557,781121.7455,1.10281,Benin,1,0
2.72082,7.06656,22.20102,54,14,0,0.13922,1697,1,1.65,3.57773,9.36636,8.1083,8.59872,3.63586,3710,13985,35.01815,469168.1133,781115.6713,3.58659,Benin,1,0
2.73084,7.06656,37.45588,53,14,0,0.17806,1697,1,1.46667,3.58042,10.39785,9.21487,9.70598,4.2614,3710,13985,35.99809,470275.591,781115.0194,4.20985,Benin,1,0
2.74087,7.06656,117.2634,48,14,0,0.27345,1697,1,1.4,3.57671,11.44363,10.32172,10.77105,5.05517,3710,13985,36.98526,471383.0679,781114.3913,5.0037,Benin,1,0
1.6779,7.07467,232.20065,168,14,0,0.24942,1781,1,0.5,4.01216,13.97271,1.21294,8.40166,1.02104,1052,14009,32.13097,353983.7447,782210.931,5.23441,Benin,1,0
1.72804,7.07467,52.51657,156,14,0,1.26831,1775,1,0.65,4.01226,8.66915,6.38781,6.54476,1.88179,1052,14009,26.77921,359522.4202,782195.486,2.90324,Benin,1,0
1.80827,7.07467,80.34734,133,14,0,1.34374,1766,1,0.75,4.21462,3.26869,2.14131,2.15338,2.15338,1052,14009,18.44892,368384.0843,782172.0169,1.25381,Benin,1,0
1.8183,7.07467,122.66914,135,14,0,1.59612,1765,1,0.56667,4.14161,3.69774,1.4615,1.50715,1.50715,1052,14009,17.44464,369491.7742,782169.1909,0.34457,Benin,1,0
1.82833,7.07467,118.12878,124,14,0,1.3146,1761,1,0.35,4.09672,4.37233,0.7831,0.78828,0.78828,1052,14009,16.45369,370599.4602,782166.3887,1.05845,Benin,1,0
1.83836,7.07467,130.8241,133,14,0,1.12349,1759,1,0.36667,3.88408,5.19772,0.09996,0.04361,0.04361,1052,14009,15.47862,371707.1424,782163.6104,2.13935,Benin,1,0
1.86844,7.07467,90.04459,107,14,0,1.50945,1753,1,0.45,4.1557,8.08973,2.38651,0.20614,0.20614,1052,14009,12.68504,375030.166,782155.4189,3.30661,Benin,1,0
1.87847,7.07467,187.06639,94,14,0,1.77681,1751,1,0.61667,4.03318,9.11937,3.21526,1.3035,1.3035,1052,14009,11.81502,376137.833,782152.7362,3.78628,Benin,1,0
1.8885,7.07467,193.424,66,14,0,1.3233,1749,1,0.6,4.03211,10.16549,4.01163,2.41052,2.41052,1052,14009,10.98793,377245.4963,782150.0774,4.49364,Benin,1,0
1.91858,7.07467,62.9839,83,14,0,1.41494,1744,1,0.81667,3.67873,13.36376,2.65551,2.57326,2.57326,1052,14009,8.88177,380568.4644,782142.2444,2.48487,Benin,1,0
1.92861,7.07467,203.24503,82,14,0,0.65122,1745,1,0.68333,4.00086,14.44246,1.62608,1.46826,1.46826,1052,14009,8.35744,381676.1132,782139.6812,1.41037,Benin,1,0
1.93864,7.07467,349.30527,114,14,0,1.81539,1747,1,0.6,4.04035,15.52527,0.70249,0.38054,0.38054,1052,14009,7.9538,382783.7585,782137.1418,0.5085,Benin,2,0
1.94867,7.07467,480.8132,146,14,0,1.26525,1748,1,0.43333,4.02795,15.5881,0.21391,0.25821,0.25821,1052,14009,7.68989,383891.4002,782134.6264,0.89594,Benin,2,0
1.9587,7.07467,793.2204,152,14,0,0.64094,1750,1,0.38333,3.97705,14.81335,0.36941,0.34277,0.34277,1052,14009,7.5803,384999.0385,782132.1349,0.24157,Benin,2,0
1.96872,7.07467,1708.89099,147,14,0,0.57399,1752,1,0.31667,3.92883,14.08319,0.04198,0.0614,0.0614,1052,14009,7.6317,386106.6734,782129.6672,0.17901,Benin,2,0.423168182
1.97875,7.07467,1286.85632,146,14,0,0.42783,1756,1,0.3,4.02732,13.40491,0.09362,0.46044,0.46044,1052,14009,7.84092,387214.3049,782127.2235,1.01137,Benin,2,0.165819809
1.98878,7.07467,465.12524,143,14,0,0.40158,1757,1,0.31667,4.06796,12.78677,0.22907,0.42597,0.42597,1052,14009,8.19588,388321.9329,782124.8036,1.79249,Benin,1,0
2.00884,7.07467,758.31165,142,10,0,0.57389,1757,1,0.4,4.0449,11.76792,0.50001,0.41545,0.41545,1052,14009,9.26947,390537.1791,782120.0355,0.47966,Benin,2,0.22403574
2.01887,7.07467,907.53668,127,14,0,0.73671,1757,1,0.21667,4.02396,11.38669,0.31205,1.03496,1.03496,1052,14009,9.94893,391644.7973,782117.6874,1.20767,Benin,2,0
2.07903,7.07467,84.20435,86,14,0,0.41879,1757,1,0.38333,3.8614,11.15274,3.20776,2.89838,2.89838,1052,14009,15.12913,398290.4393,782104.0999,1.80588,Benin,1,0
2.10912,7.07467,1126.79553,77,14,0,0.45952,1756,1,0.18333,3.52439,11.80166,0.25262,0.12086,0.12086,1052,14009,18.08289,401613.2189,782097.6287,1.37274,Benin,2,0.601171672
2.11915,7.07467,3336.53052,70,14,0,0.21985,1755,1,0.3,3.5474,12.21282,0.69603,0.05019,0.05019,1052,14009,19.09454,402720.8061,782095.5194,0.7203,Benin,2,0.4588103
2.12918,7.07467,1951.45276,67,14,0,0.26455,1755,1,0.25,3.64383,12.70752,1.6424,1.08917,0.41058,1052,14009,20.11635,403828.3904,782093.434,0.43743,Benin,2,0
2.1392,7.07467,431.16565,61,10,0,0.30801,1755,1,0.4,3.70534,13.27644,2.58922,2.13165,1.33056,1052,14009,21.14684,404935.9719,782091.3725,1.46612,Benin,1,0
2.17932,7.07467,239.28484,34,14,0,0.27345,1753,1,0.83333,3.67102,16.12258,5.58043,6.45734,2.23476,1052,14009,25.33428,409366.2696,782083.3652,5.38574,Benin,1,0
2.18935,7.07467,65.90196,48,14,0,0.33338,1752,1,0.75,3.74192,16.94084,6.28021,7.55797,2.18267,1052,14009,26.39362,410473.8372,782081.4231,5.70342,Benin,1,0
2.2094,7.07467,88.30965,37,14,0,0.59426,1751,1,0.81667,3.80312,18.66718,7.31038,9.76417,1.94712,386,7832,28.47323,412688.9643,782077.6106,6.76454,Benin,1,0
2.21943,7.07467,107.87939,26,14,0,0.52558,1749,1,0.66667,3.76301,19.56735,7.5732,10.86874,1.90143,386,7832,29.36342,413796.524,782075.7401,6.00062,Benin,1,0
2.23949,7.07467,91.88737,24,14,0,0.58503,1748,1,0.71667,3.73823,21.42613,8.47281,11.36872,1.62212,3710,13985,28.35874,416011.6355,782072.0709,3.89712,Benin,1,0
2.24952,7.07467,159.1895,31,14,0,0.72699,1747,1,0.73333,3.67296,22.37989,9.09334,11.40831,1.2828,3710,13985,27.4944,417119.1875,782070.2721,2.90861,Benin,1,0
2.25954,7.07467,147.98796,22,14,0,0.71303,1746,1,0.75,3.66701,23.34725,9.40028,11.55452,0.74145,3710,13985,26.6481,418226.7371,782068.4972,2.04633,Benin,1,0
2.26957,7.07467,144.83182,36,14,0,0.74374,1745,1,0.8,3.71654,24.3266,9.63122,11.80338,0.33226,3710,13985,25.82163,419334.2841,782066.7462,1.53944,Benin,1,0
2.2796,7.07467,273.89877,48,14,0,0.54699,1744,1,0.9,3.72385,25.31654,9.8859,12.14859,0.48723,3710,13985,25.01694,420441.8288,782065.0191,1.73414,Benin,1,0
2.28963,7.07467,197.80722,53,14,0,0.32318,1743,1,0.88333,3.81251,26.31587,10.2469,12.5822,0.12498,3710,13985,24.23621,421549.3711,782063.3158,2.46973,Benin,1,0
2.32974,7.07467,64.05669,15,14,0,0.06918,1733,1,0.95,3.63543,30.38848,10.10199,14.96541,2.66033,3710,13985,21.40415,425979.5171,782056.7416,3.21558,Benin,1,0
2.33977,7.07467,230.12283,17,14,0,0.05469,1731,1,0.98333,3.58726,31.4218,9.96704,15.26589,3.03627,3710,13985,20.78371,427087.048,782055.1578,4.17209,Benin,1,0
2.3498,7.07467,228.07776,18,14,0,0.05469,1729,1,1.03333,3.6359,32.45395,9.95429,14.27815,3.61168,3710,13985,20.20504,428194.5767,782053.5978,5.1469,Benin,1,0
2.35983,7.07467,72.49968,19,14,0,0.06918,1727,1,1.06667,3.58175,31.35006,10.06422,13.30935,4.32513,3710,13985,19.67181,429302.1032,782052.0617,6.15365,Benin,1,0
2.36986,7.07467,81.80439,15,8,0,0.01547,1724,1,1.31667,3.31941,30.24646,9.68948,12.35426,5.03925,3710,13985,19.18782,430409.6277,782050.5495,7.1902,Benin,1,0
2.43003,7.07467,342.29025,11,14,0,0.11155,1722,1,1.15,3.54195,23.63329,3.15749,7.11377,0.78422,3710,13985,17.51846,437054.7318,782041.9777,0.72333,Benin,1,0
2.44005,7.07467,399.54886,11,14,0,0.45638,1723,1,1.2,3.7911,22.53304,2.05134,6.45772,0.67519,3710,13985,17.47223,438162.2424,782040.6327,0.52839,Benin,1,0
2.51025,7.07467,888.81982,34,14,0,0.48349,1719,1,0.73333,3.53383,14.86306,5.69215,0.49539,0.49539,3710,13985,19.04508,445914.7664,782031.886,1.5619,Benin,2,0
2.53031,7.07467,711.6355,25,14,0,0.15313,1715,1,0.9,3.35525,12.69065,7.90437,0.29437,0.29437,3710,13985,20.03066,448129.7582,782029.6018,3.04552,Benin,2,0
2.64062,7.07467,37.53972,51,14,0,0.14219,1709,1,0.2,3.5678,2.71108,0.22609,0.18133,0.18133,3710,13985,28.08249,460312.1094,782018.7461,0.43378,Benin,1,0
2.70079,7.07467,97.09588,59,14,0,0.17535,1702,1,1.91667,3.57229,6.97889,6.03133,6.38036,4.15902,3710,13985,33.54366,466956.9649,782014.0425,4.12765,Benin,1,0
2.72085,7.07467,45.3269,52,14,0,0.24942,1699,1,1.86667,3.57773,9.06245,8.20761,8.59617,4.45273,3710,13985,35.45428,469171.9085,782012.6656,4.40511,Benin,1,0
2.7409,7.07467,277.89261,47,14,0,0.34258,1699,1,1.68333,3.57671,11.19688,10.40061,10.81197,5.67242,3710,13985,37.39864,471386.8484,782011.3842,5.62075,Benin,1,0
2.75093,7.07467,369.95773,38,14,0,0.21573,1698,1,1.78333,3.54279,12.2749,11.50039,11.91987,6.48335,3710,13985,38.38187,472494.317,782010.7793,6.4319,Benin,1,0
1.67792,7.08278,146.22328,184,14,0,0.63192,1781,1,0.53333,4.01216,14.2012,1.25487,9.29888,1.21824,1052,14009,32.35215,353988.308,783108.1505,5.7479,Benin,1,0
1.72806,7.08278,198.09691,162,14,0,0.96691,1774,1,0.7,3.98823,9.03411,6.7888,7.11262,1.10307,1052,14009,27.04465,359526.9467,783092.6883,3.75378,Benin,1,0
1.82835,7.08278,79.21902,114,14,0,0.54436,1760,1,0.51667,4.01355,5.06219,1.49007,1.41202,1.41202,1052,14009,16.88375,370603.9132,783063.5584,1.58766,Benin,1,0
1.83838,7.08278,132.84227,121,14,0,0.87504,1757,1,0.38333,3.88863,5.79048,0.69403,0.61893,0.61893,1052,14009,15.93518,371711.588,783060.777,2.15306,Benin,1,0
1.8484,7.08278,140.48447,92,14,0,1.42257,1755,1,0.38333,3.92505,6.62485,0.13666,0.1777,0.1777,1052,14009,15.00846,372819.2589,783058.0195,2.57417,Benin,1,0
1.86846,7.08278,146.58401,102,14,0,1.00643,1752,1,0.41667,4.01859,8.4836,1.79271,0.55222,0.55222,1052,14009,13.23887,375034.5895,783052.5764,2.46504,Benin,1,0.126011476
1.88852,7.08278,74.66441,61,14,0,0.37205,1748,1,0.51667,3.74367,10.48211,3.23317,2.58983,2.58983,1052,14009,11.62335,377249.9051,783047.2289,3.91733,Benin,1,0
1.90857,7.08278,82.14679,95,14,0,1.87649,1745,1,0.55,3.9633,12.55381,4.0093,3.81876,3.81876,1052,14009,10.23515,379465.2061,783041.9772,3.79741,Benin,1,0
1.9186,7.08278,37.17194,100,14,0,1.12312,1743,1,0.58333,3.80476,13.6067,3.03596,2.76899,2.76899,1052,14009,9.65759,380572.8511,783039.3872,2.79018,Benin,1,0
1.92863,7.08278,108.2301,99,14,0,0.58799,1745,1,0.61667,4.01862,14.66771,2.12164,1.79069,1.79069,1052,14009,9.17797,381680.4926,783036.8211,1.89862,Benin,1,0
1.94869,7.08278,567.48572,155,14,0,1.52238,1749,1,0.56667,4.15272,14.97509,0.29591,1.1445,1.1445,1052,14009,8.57514,383895.7649,783031.7607,0.6608,Benin,2,0
1.95872,7.08278,660.02539,159,14,0,0.62879,1750,1,0.4,4.04497,14.16705,0.62074,1.02032,1.02032,1052,14009,8.47732,385003.3959,783029.2664,0.47721,Benin,2,0
1.96875,7.08278,1616.97778,156,14,0,0.56844,1752,1,0.31667,3.95899,13.40192,0.93249,0.09533,0.09533,1052,14009,8.52362,386111.0234,783026.796,0.69271,Benin,2,0.257641405
1.97877,7.08278,1707.82593,152,14,0,0.51209,1756,1,0.28333,3.95382,12.68748,0.79704,0.26959,0.26959,1052,14009,8.71174,387218.6475,783024.3495,0.49421,Benin,2,0
1.9888,7.08278,744.57709,148,14,0,0.37668,1757,1,0.28333,3.98466,12.03276,0.66161,0.44472,0.44472,1052,14009,9.03283,388326.2682,783021.9269,1.4986,Benin,2,0
1.99883,7.08278,359.42709,151,14,0,0.30821,1757,1,0.3,3.95445,11.448,0.52619,0.72027,0.72027,1052,14009,9.47338,389433.8856,783019.5283,1.6485,Benin,1,0
2.01889,7.08278,490.97031,133,14,0,0.69459,1758,1,0.23333,3.74111,10.5337,0.23531,1.7431,1.7431,1052,14009,10.64972,391649.1105,783014.8028,1.76916,Benin,1,0
2.03894,7.08278,138.02783,114,14,0,0.84472,1757,1,0.18333,3.67815,10.03386,0.294,3.07429,3.07429,1052,14009,12.12061,393864.3225,783010.1729,2.95406,Benin,1,0
2.04897,7.08278,44.75085,103,14,0,0.67076,1756,1,0.33333,3.74375,9.96091,1.29107,3.80876,3.80876,1052,14009,12.93593,394971.9237,783007.8939,3.33718,Benin,1,0
2.08909,7.08278,235.99994,86,14,0,0.25628,1756,1,0.18333,3.63053,10.37879,1.84064,1.90983,1.90983,1052,14009,16.5411,399402.2973,782999.0168,0.71878,Benin,1,0
2.09911,7.08278,640.81433,87,14,0,0.23203,1756,1,0.23333,3.85869,10.61555,0.81529,0.8861,0.8861,1052,14009,17.50181,400509.8831,782996.8574,0.6147,Benin,2,0.20161745
2.10914,7.08278,825.08368,78,14,0,0.53862,1756,1,0.16667,3.58314,10.9597,0.21139,0.14628,0.14628,1052,14009,18.47902,401617.466,782994.7218,1.64133,Benin,2,0
2.11917,7.08278,1679.44885,65,14,0,0.62152,1755,1,0.23333,3.59738,11.40151,1.16279,0.45067,0.45067,1052,14009,19.47024,402725.0459,782992.6102,1.01439,Benin,2,0
2.1292,7.08278,1092.51855,65,14,0,0.64336,1755,1,0.26667,3.78156,11.93014,2.11009,1.44066,0.08913,1052,14009,20.47343,403832.6229,782990.5225,0.43381,Benin,2,0
2.13923,7.08278,515.61676,52,8,0,0.49812,1756,1,0.28333,3.85433,12.5346,3.05722,2.43281,0.97578,1052,14009,21.48693,404940.197,782988.4587,0.87804,Benin,2,0
2.18937,7.08278,41.79466,44,14,0,0.46263,1753,1,0.51667,3.82614,16.36681,6.99347,7.70725,1.28955,1052,14009,26.66739,410478.0256,782978.4983,6.36454,Benin,1,0
2.1994,7.08278,20.93125,51,14,0,0.53157,1753,1,0.58333,3.86856,17.24491,7.60206,8.79136,1.17194,1052,14009,27.72017,411585.5831,782976.578,6.98051,Benin,1,0
2.21946,7.08278,49.71064,37,14,0,0.67156,1751,1,0.51667,3.726,19.07298,8.40146,10.97385,1.00436,1052,14009,29.83773,413800.6903,782972.8091,6.2851,Benin,1,0
2.22948,7.08278,41.60559,29,14,0,0.4222,1750,1,0.53333,3.65882,20.01639,8.32323,12.06965,0.92692,3710,13985,29.78215,414908.24,782970.9605,5.2793,Benin,1,0
2.23951,7.08278,118.20439,33,14,0,0.52796,1749,1,0.55,3.69698,20.97589,8.26017,12.26596,0.77101,3710,13985,28.918,416015.7872,782969.1358,4.32371,Benin,1,0
2.24954,7.08278,401.93109,49,14,0,0.46469,1748,1,0.58333,3.57272,21.94935,8.3233,12.30292,0.42412,3710,13985,28.07099,417123.3318,782967.335,3.4602,Benin,2,0
2.25957,7.08278,528.39026,35,14,0,0.68941,1747,1,0.6,3.77581,22.935,8.5232,12.43886,0.02698,3710,13985,27.24273,418230.874,782965.5582,2.77605,Benin,2,0
2.2696,7.08278,289.28387,46,8,0,0.60553,1746,1,0.68333,3.86977,23.93135,8.75413,12.6706,0.688,3710,13985,26.43497,419338.4138,782963.8052,2.42793,Benin,1,0
2.27963,7.08278,310.2034,56,14,0,0.25535,1745,1,0.85,3.88256,24.93709,9.02756,12.99301,1.382,3710,13985,25.64966,420445.9511,782962.0762,2.557,Benin,2,0
2.28965,7.08278,271.05167,50,14,0,0.45586,1744,1,0.98333,3.54138,25.95115,9.42183,13.39955,0.84401,3710,13985,24.88891,421553.486,782960.371,2.02748,Benin,1,0
2.29968,7.08278,169.76262,37,14,0,0.66034,1743,1,0.91667,3.59635,26.97258,9.92468,13.88283,0.03127,3710,13985,24.15505,422661.0186,782958.6898,1.16788,Benin,1,0
2.30971,7.08278,129.15543,28,14,0,0.55878,1741,1,0.8,3.73089,28.00058,9.88764,14.30983,1.00684,3710,13985,23.45061,423768.5489,782957.0325,1.03539,Benin,1,0
2.3398,7.08278,105.93658,21,14,0,0.03281,1733,1,0.96667,3.4851,31.11745,9.0717,14.68464,3.77408,3710,13985,21.54201,427091.1262,782952.204,3.76573,Benin,1,0
2.34982,7.08278,126.59893,19,14,0,0.02188,1731,1,1.01667,3.64344,32.1656,9.05804,14.71665,4.37799,3710,13985,20.98441,428198.6476,782950.6424,4.80718,Benin,1,0
2.35985,7.08278,44.97004,19,14,0,0.06563,1729,1,1.05,3.58225,31.28238,9.17904,13.76339,4.99249,3710,13985,20.47165,429306.1668,782949.1046,5.87299,Benin,1,0
2.37991,7.08278,26.2403,17,14,0,0.09345,1725,1,1.11667,3.11582,29.0706,8.36245,11.91367,6.17695,3710,13985,19.59443,431521.1989,782946.1008,6.23065,Benin,1,0
2.43005,7.08278,274.55411,12,14,0,0.04375,1724,1,1.06667,3.67808,23.54444,3.10779,7.82082,0.75385,3710,13985,18.41331,437058.744,782939.0096,0.89998,Benin,1,0
2.44008,7.08278,363.0546,20,14,0,0.33392,1724,1,1.26667,3.81418,22.43999,1.99997,7.22967,0.15907,3710,13985,18.36951,438166.2472,782937.6631,0.7566,Benin,1,0
2.51028,7.08278,868.57446,27,14,0,0.46969,1719,1,0.7,3.71407,14.72323,5.60479,0.22161,0.22161,3710,13985,19.87262,445918.7199,782928.9069,0.77964,Benin,2,0
2.52031,7.08278,448.11118,22,14,0,0.0833,1717,1,0.71667,3.46907,13.62439,6.68233,0.052,0.052,3710,13985,20.32131,447026.2093,782927.7517,1.62248,Benin,1,0
